C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_247.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_247.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_247.jpg,0,0,0,4.657972
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_317.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_317.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_317.jpg,0,0,0,4.620546
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_388.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_388.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_388.jpg,0,0,0,4.592674
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_459.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_459.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_459.jpg,0,0,0,4.555773
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_528.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_528.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_528.jpg,0,0,0,4.528291
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_598.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_598.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_598.jpg,-0.2,0,0,4.485672
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_668.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_668.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_668.jpg,-0.35,0.1042302,0,4.478378
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_738.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_738.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_738.jpg,-0.5500001,0.3436272,0,4.654389
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_807.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_807.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_807.jpg,-0.7,0.5237802,0,4.926157
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_878.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_878.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_878.jpg,-0.9000002,0.7644768,0,5.467972
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_14_946.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_14_946.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_14_946.jpg,0,0.9369807,0,5.974862
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_015.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_015.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_015.jpg,0,1,0,6.811528
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_081.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_081.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_081.jpg,0,1,0,7.493004
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_150.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_150.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_150.jpg,0,1,0,8.399064
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_218.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_218.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_218.jpg,0,1,0,9.074318
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_286.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_286.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_286.jpg,-0.15,1,0,9.740089
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_353.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_353.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_353.jpg,-0.35,1,0,10.59635
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_419.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_419.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_419.jpg,-0.5000001,1,0,11.2127
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_487.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_487.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_487.jpg,-0.6500001,1,0,11.63961
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_558.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_558.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_558.jpg,-0.8500001,1,0,12.36176
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_626.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_626.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_626.jpg,0,1,0,13.19458
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_693.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_693.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_693.jpg,0,1,0,14.08198
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_762.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_762.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_762.jpg,0,1,0,14.52214
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_832.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_832.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_832.jpg,-0.05,1,0,15.38215
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_901.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_901.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_901.jpg,-0.2,1,0,16.06572
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_15_970.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_15_970.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_15_970.jpg,-0.4,1,0,16.84055
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_038.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_038.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_038.jpg,-0.5500001,1,0,17.36778
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_106.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_106.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_106.jpg,0,1,0,17.9028
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_174.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_174.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_174.jpg,0,1,0,18.67703
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_246.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_246.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_246.jpg,0,1,0,19.32926
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_316.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_316.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_316.jpg,0,1,0,20.13674
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_382.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_382.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_382.jpg,0,1,0,20.70031
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_453.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_453.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_453.jpg,-0.2,1,0,21.49523
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_519.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_519.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_519.jpg,-0.35,1,0,22.06318
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_588.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_588.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_588.jpg,0,1,0,22.63367
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_656.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_656.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_656.jpg,0,1,0,23.41924
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_724.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_724.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_724.jpg,0,1,0,24.00712
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_794.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_794.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_794.jpg,-0.15,1,0,24.77405
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_862.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_862.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_862.jpg,-0.3,1,0,25.31237
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_16_933.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_16_933.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_16_933.jpg,-0.5000001,1,0,25.95694
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_17_003.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_17_003.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_17_003.jpg,-0.6500001,1,0,26.38175
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_17_071.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_17_071.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_17_071.jpg,0,1,0,27.02678
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_17_139.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_17_139.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_17_139.jpg,0,1,0,27.57148
C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\center_2026_01_11_19_58_17_209.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\left_2026_01_11_19_58_17_209.jpg,C:\Users\brocc\source\repos\SmartTech-CA2\bc_car\DataForCar\IMG\right_2026_01_11_19_58_17_209.jpg,0,1,0,28.12576
